facility,year,quarter,art_current,art_new
tigom,2017,2,154,15
tigom,2017,3,165,31
tigom,2017,4,191,44
tigom,2018,1,215,36
tigom,2018,2,234,33
tigom,2018,3,242,40
tigom,2018,4,252,41
tigom,2019,1,265,39
tigom,2019,2,285,33
tigom,2019,3,296,30
tigom,2019,4,301,26
tigom,2020,2,331,36
tigom,2020,1,305,31
zipir,2015,1,267,19
zipir,2015,2,277,14
zipir,2015,3,279,15
zipir,2015,4,269,17
zipir,2016,1,282,17
zipir,2016,2,286,23
zipir,2016,3,301,34
zipir,2016,4,306,23
zipir,2017,1,321,16
zipir,2017,2,331,19
zipir,2017,3,337,15
zipir,2017,4,353,22
zipir,2018,1,372,24
zipir,2018,2,372,13
zipir,2018,3,385,19
zipir,2018,4,385,15
zipir,2019,1,404,27
zipir,2019,2,423,30
zipir,2019,3,420,19
zipir,2019,4,428,17
zipir,2020,2,435,22
zipir,2020,1,432,13
figah,2015,1,138,14
figah,2015,2,160,25
figah,2015,3,173,14
figah,2015,4,178,17
figah,2016,1,195,18
figah,2016,2,207,16
figah,2016,3,216,16
figah,2016,4,229,21
figah,2017,1,238,17
figah,2017,2,226,4
figah,2017,3,224,10
figah,2017,4,237,14
figah,2018,1,279,23
figah,2018,2,261,12
figah,2018,3,261,8
figah,2018,4,258,12
figah,2019,1,274,29
figah,2019,2,282,12
figah,2019,3,277,9
figah,2019,4,279,10
figah,2020,2,288,7
figah,2020,1,282,13
malat,2015,1,126,18
malat,2015,2,134,16
malat,2015,3,145,16
malat,2015,4,141,8
malat,2016,1,152,17
malat,2016,2,162,13
malat,2016,3,171,17
malat,2016,4,181,26
malat,2017,1,196,23
malat,2017,2,201,23
malat,2017,3,201,18
malat,2017,4,208,16
malat,2018,1,219,20
malat,2018,2,202,7
malat,2018,3,209,12
malat,2018,4,229,14
malat,2019,1,236,22
malat,2019,2,241,12
malat,2019,3,245,12
malat,2019,4,246,12
malat,2020,1,293,12
malat,2020,2,291,13
johop,2015,1,102,10
johop,2015,2,108,10
johop,2015,3,119,18
johop,2015,4,122,9
johop,2016,1,129,12
johop,2016,2,132,20
johop,2016,3,166,40
johop,2016,4,176,22
johop,2017,1,197,23
johop,2017,2,216,25
johop,2017,3,234,21
johop,2017,4,230,18
johop,2018,1,257,26
johop,2018,2,257,19
johop,2018,3,260,18
johop,2018,4,255,4
johop,2019,1,255,15
johop,2019,2,265,11
johop,2019,3,278,16
johop,2019,4,275,11
johop,2020,2,278,12
johop,2020,1,286,21
huzib,2015,1,149,8
huzib,2015,2,153,10
huzib,2015,3,172,17
huzib,2015,4,151,4
huzib,2016,1,161,9
huzib,2016,2,163,13
huzib,2016,3,184,19
huzib,2016,4,170,8
huzib,2017,1,206,21
huzib,2017,2,216,20
huzib,2017,3,222,14
huzib,2017,4,234,17
huzib,2018,1,248,17
huzib,2018,2,240,10
huzib,2018,3,256,12
huzib,2018,4,260,19
huzib,2019,1,269,20
huzib,2019,2,304,23
huzib,2019,3,288,15
huzib,2019,4,294,11
huzib,2020,1,308,16
huzib,2020,2,306,11
filin,2015,1,528,51
filin,2015,2,571,64
filin,2015,3,626,87
filin,2015,4,653,59
filin,2016,1,718,70
filin,2016,2,775,74
filin,2016,3,878,112
filin,2016,4,949,89
filin,2017,1,933,92
filin,2017,2,1011,93
filin,2017,3,1081,96
filin,2017,4,1151,103
filin,2018,1,1236,88
filin,2018,2,1286,67
filin,2018,3,1330,75
filin,2018,4,1336,53
filin,2019,1,1426,86
filin,2019,2,1269,83
filin,2019,3,1258,62
filin,2019,4,1274,72
filin,2020,2,1252,46
filin,2020,1,1306,61
futob,2015,1,228,18
futob,2015,2,233,11
futob,2015,3,248,25
futob,2015,4,258,17
futob,2016,1,258,14
futob,2016,2,287,27
futob,2016,3,284,19
futob,2016,4,312,22
futob,2017,1,329,31
futob,2017,2,329,22
futob,2017,3,346,23
futob,2017,4,363,37
futob,2018,1,391,36
futob,2018,2,385,18
futob,2018,3,401,33
futob,2018,4,416,35
futob,2019,1,408,26
futob,2019,2,403,23
futob,2019,3,418,27
futob,2019,4,437,34
futob,2020,1,452,28
futob,2020,2,458,29
vilin,2015,1,422,61
vilin,2015,2,453,50
vilin,2015,3,483,49
vilin,2015,4,498,42
vilin,2016,1,528,61
vilin,2016,2,546,49
vilin,2016,3,648,90
vilin,2016,4,633,66
vilin,2017,1,749,69
vilin,2017,2,740,79
vilin,2017,3,751,96
vilin,2017,4,827,109
vilin,2018,1,869,85
vilin,2018,2,879,77
vilin,2018,3,863,57
vilin,2018,4,913,82
vilin,2019,1,961,79
vilin,2019,2,1012,47
vilin,2019,3,990,87
vilin,2019,4,1012,73
vilin,2020,2,1118,49
vilin,2020,1,1070,72
rojag,2015,1,220,15
rojag,2015,2,186,30
rojag,2015,3,252,25
rojag,2015,4,261,25
rojag,2016,1,284,24
rojag,2016,2,269,24
rojag,2016,3,301,56
rojag,2016,4,303,23
rojag,2017,1,329,27
rojag,2017,2,321,14
rojag,2017,3,341,28
rojag,2017,4,335,22
rojag,2018,1,356,26
rojag,2018,2,358,12
rojag,2018,3,375,29
rojag,2018,4,381,30
rojag,2019,1,390,18
rojag,2019,2,383,15
rojag,2019,3,386,21
rojag,2019,4,372,20
rojag,2020,2,389,12
rojag,2020,1,388,19
sizub,2015,1,1597,179
sizub,2015,2,1667,136
sizub,2015,3,1690,185
sizub,2015,4,1743,157
sizub,2016,1,1982,201
sizub,2016,2,2005,200
sizub,2016,3,2088,270
sizub,2016,4,2206,209
sizub,2017,1,2291,254
sizub,2017,2,2431,237
sizub,2017,3,2462,232
sizub,2017,4,2386,194
sizub,2018,1,2529,232
sizub,2018,2,2589,293
sizub,2018,3,2780,362
sizub,2018,4,2702,222
sizub,2019,1,2706,270
sizub,2019,2,2846,226
sizub,2019,3,2878,240
sizub,2019,4,2833,219
sizub,2020,2,2865,170
sizub,2020,1,2923,199
zafum,2015,1,230,17
zafum,2015,2,274,29
zafum,2015,3,271,20
zafum,2015,4,257,18
zafum,2016,1,231,23
zafum,2016,2,224,26
zafum,2016,3,286,46
zafum,2016,4,318,51
zafum,2017,1,390,48
zafum,2017,2,381,33
zafum,2017,3,447,48
zafum,2017,4,462,49
zafum,2018,1,476,39
zafum,2018,2,500,40
zafum,2018,3,529,35
zafum,2018,4,544,42
zafum,2019,1,547,38
zafum,2019,2,557,37
zafum,2019,3,564,40
zafum,2019,4,535,33
zafum,2020,2,579,22
zafum,2020,1,559,35
jotuv,2015,1,186,11
jotuv,2015,2,191,4
jotuv,2015,3,193,9
jotuv,2015,4,197,11
jotuv,2016,1,207,17
jotuv,2016,2,216,14
jotuv,2016,3,228,15
jotuv,2016,4,216,7
jotuv,2017,1,231,17
jotuv,2017,2,241,14
jotuv,2017,3,251,14
jotuv,2017,4,254,18
jotuv,2018,1,254,9
jotuv,2018,2,258,11
jotuv,2018,3,252,19
jotuv,2018,4,258,11
jotuv,2019,1,275,15
jotuv,2019,2,273,10
jotuv,2019,3,284,13
jotuv,2019,4,272,7
jotuv,2020,2,294,8
jotuv,2020,1,288,12
sorus,2015,1,2244,215
sorus,2015,2,2058,235
sorus,2015,3,2264,256
sorus,2015,4,2071,237
sorus,2016,1,2263,283
sorus,2016,2,2363,238
sorus,2016,3,2501,286
sorus,2016,4,2572,223
sorus,2017,1,2696,270
sorus,2017,2,2809,294
sorus,2017,3,2823,200
sorus,2017,4,2863,232
sorus,2018,1,2945,285
sorus,2018,2,2932,241
sorus,2018,3,3173,351
sorus,2018,4,3308,299
sorus,2019,1,3314,274
sorus,2019,2,3341,222
sorus,2019,3,3615,310
sorus,2019,4,3255,276
sorus,2020,2,3441,174
sorus,2020,1,3448,252
lolaz,2015,1,467,27
lolaz,2015,2,480,24
lolaz,2015,3,495,23
lolaz,2015,4,510,23
lolaz,2016,1,526,25
lolaz,2016,2,539,26
lolaz,2016,3,579,45
lolaz,2016,4,587,22
lolaz,2017,1,594,26
lolaz,2017,2,630,40
lolaz,2017,3,636,29
lolaz,2017,4,653,32
lolaz,2018,1,672,26
lolaz,2018,2,685,26
lolaz,2018,3,682,36
lolaz,2018,4,690,22
lolaz,2019,1,711,28
lolaz,2019,2,729,30
lolaz,2019,3,734,24
lolaz,2019,4,739,8
lolaz,2020,1,769,26
lolaz,2020,2,768,22
huris,2015,1,69,10
huris,2015,2,84,14
huris,2015,3,101,20
huris,2015,4,117,10
huris,2016,1,103,7
huris,2016,2,87,4
huris,2016,3,81,6
huris,2016,4,118,23
huris,2017,1,107,9
huris,2017,2,109,6
huris,2017,3,113,7
huris,2017,4,121,10
huris,2018,1,117,11
huris,2018,2,127,17
huris,2018,3,123,7
huris,2018,4,124,6
huris,2019,1,145,21
huris,2019,2,150,10
huris,2019,3,137,11
huris,2019,4,143,15
huris,2020,2,161,17
huris,2020,1,151,11
tapof,2015,1,167,7
tapof,2015,2,182,10
tapof,2015,3,192,18
tapof,2015,4,171,10
tapof,2016,1,176,8
tapof,2016,2,190,11
tapof,2016,3,217,34
tapof,2016,4,222,19
tapof,2017,1,233,24
tapof,2017,2,243,11
tapof,2017,3,249,12
tapof,2017,4,256,9
tapof,2018,1,235,10
tapof,2018,2,243,10
tapof,2018,3,273,28
tapof,2018,4,256,12
tapof,2019,1,267,13
tapof,2019,2,270,20
tapof,2019,3,284,17
tapof,2019,4,277,6
tapof,2020,2,278,7
tapof,2020,1,288,16
mazaj,2015,1,443,37
mazaj,2015,2,455,48
mazaj,2015,3,499,62
mazaj,2015,4,541,56
mazaj,2016,1,558,45
mazaj,2016,2,571,51
mazaj,2016,3,605,79
mazaj,2016,4,631,57
mazaj,2017,1,658,57
mazaj,2017,2,699,52
mazaj,2017,3,724,74
mazaj,2017,4,733,58
mazaj,2018,1,778,67
mazaj,2018,2,776,44
mazaj,2018,3,794,77
mazaj,2018,4,835,58
mazaj,2019,1,855,39
mazaj,2019,2,829,46
mazaj,2019,3,852,67
mazaj,2019,4,879,46
mazaj,2020,2,909,38
mazaj,2020,1,885,61
fifok,2015,1,66,10
fifok,2015,2,61,3
fifok,2015,3,65,4
fifok,2015,4,75,10
fifok,2016,1,80,8
fifok,2016,2,100,6
fifok,2016,3,100,15
fifok,2016,4,91,7
fifok,2017,1,98,12
fifok,2017,2,97,5
fifok,2017,3,101,10
fifok,2017,4,113,11
fifok,2018,1,125,16
fifok,2018,2,133,14
fifok,2018,3,144,16
fifok,2018,4,152,12
fifok,2019,1,155,9
fifok,2019,2,165,11
fifok,2019,3,152,8
fifok,2019,4,151,14
fifok,2020,2,183,11
fifok,2020,1,176,18
kizob,2015,1,417,43
kizob,2015,2,455,35
kizob,2015,3,487,60
kizob,2015,4,498,37
kizob,2016,1,537,47
kizob,2016,2,563,36
kizob,2016,3,592,72
kizob,2016,4,606,40
kizob,2017,1,647,53
kizob,2017,2,648,33
kizob,2017,3,682,47
kizob,2017,4,674,25
kizob,2018,1,693,37
kizob,2018,2,691,24
kizob,2018,3,697,19
kizob,2018,4,721,31
kizob,2019,1,706,28
kizob,2019,2,690,27
kizob,2019,3,708,36
kizob,2019,4,781,30
kizob,2020,2,749,13
kizob,2020,1,740,23
vuput,2015,1,47,8
vuput,2015,2,53,10
vuput,2015,3,63,13
vuput,2015,4,62,2
vuput,2016,1,58,1
vuput,2016,2,53,1
vuput,2016,3,66,13
vuput,2016,4,70,5
vuput,2017,1,82,8
vuput,2017,2,86,8
vuput,2017,3,87,1
vuput,2017,4,90,2
vuput,2018,1,92,5
vuput,2018,2,91,4
vuput,2018,3,94,7
vuput,2018,4,93,6
vuput,2019,1,100,6
vuput,2019,2,102,5
vuput,2019,3,107,9
vuput,2019,4,109,4
vuput,2020,2,107,7
vuput,2020,1,101,2
vahof,2015,1,153,10
vahof,2015,2,164,11
vahof,2015,3,172,12
vahof,2015,4,186,8
vahof,2016,1,175,7
vahof,2016,2,178,7
vahof,2016,3,184,13
vahof,2016,4,184,11
vahof,2017,1,200,11
vahof,2017,2,202,11
vahof,2017,3,212,24
vahof,2017,4,232,14
vahof,2018,1,255,18
vahof,2018,2,258,6
vahof,2018,3,252,16
vahof,2018,4,258,11
vahof,2019,1,379,12
vahof,2019,2,283,16
vahof,2019,3,283,10
vahof,2019,4,292,9
vahof,2020,2,293,5
vahof,2020,1,291,8
dapas,2015,1,115,29
dapas,2015,2,111,16
dapas,2015,3,122,24
dapas,2015,4,128,21
dapas,2016,1,136,11
dapas,2016,2,143,22
dapas,2016,3,162,25
dapas,2016,4,161,15
dapas,2017,1,194,37
dapas,2017,2,197,23
dapas,2017,3,211,34
dapas,2017,4,228,25
dapas,2018,1,234,21
dapas,2018,2,228,8
dapas,2018,3,237,21
dapas,2018,4,211,20
dapas,2019,1,223,10
dapas,2019,2,237,15
dapas,2019,3,255,11
dapas,2019,4,253,16
dapas,2020,2,228,6
dapas,2020,1,246,17
mokud,2015,1,26,5
mokud,2015,2,24,2
mokud,2015,3,30,8
mokud,2015,4,34,5
mokud,2016,1,37,5
mokud,2016,2,39,4
mokud,2016,3,52,17
mokud,2016,4,60,9
mokud,2017,1,63,1
mokud,2017,2,61,3
mokud,2017,3,67,7
mokud,2017,4,67,6
mokud,2018,1,69,8
mokud,2018,2,74,5
mokud,2018,3,77,6
mokud,2018,4,78,4
mokud,2019,1,78,4
mokud,2019,2,78,6
mokud,2019,3,87,6
mokud,2019,4,84,10
mokud,2020,2,94,0
mokud,2020,1,94,8
suhur,2015,1,292,50
suhur,2015,2,295,41
suhur,2015,3,314,44
suhur,2015,4,320,29
suhur,2016,1,321,27
suhur,2016,2,351,50
suhur,2016,3,358,38
suhur,2016,4,375,39
suhur,2017,1,398,34
suhur,2017,2,400,36
suhur,2017,3,428,53
suhur,2017,4,448,56
suhur,2018,1,518,72
suhur,2018,2,519,72
suhur,2018,3,577,50
suhur,2018,4,517,33
suhur,2019,1,524,37
suhur,2019,2,545,38
suhur,2019,3,542,49
suhur,2019,4,568,41
suhur,2020,1,572,51
suhur,2020,2,592,40
bujin,2015,1,158,12
bujin,2015,2,177,22
bujin,2015,3,176,12
bujin,2015,4,183,12
bujin,2016,1,194,17
bujin,2016,2,199,14
bujin,2016,3,207,24
bujin,2016,4,213,11
bujin,2017,1,239,29
bujin,2017,2,241,10
bujin,2017,3,257,22
bujin,2017,4,267,14
bujin,2018,1,280,20
bujin,2018,2,277,12
bujin,2018,3,282,18
bujin,2018,4,288,14
bujin,2019,1,297,12
bujin,2019,2,300,15
bujin,2019,3,298,17
bujin,2019,4,286,9
bujin,2020,1,300,14
bujin,2020,2,297,7
vovol,2015,1,212,21
vovol,2015,2,221,9
vovol,2015,3,226,8
vovol,2015,4,215,13
vovol,2016,1,226,7
vovol,2016,2,227,18
vovol,2016,3,268,27
vovol,2016,4,265,13
vovol,2017,1,244,15
vovol,2017,2,256,10
vovol,2017,3,256,10
vovol,2017,4,251,9
vovol,2018,1,265,19
vovol,2018,2,284,14
vovol,2018,3,275,17
vovol,2018,4,292,14
vovol,2019,1,303,22
vovol,2019,2,319,15
vovol,2019,3,319,20
vovol,2019,4,342,10
vovol,2020,2,361,9
vovol,2020,1,353,11
hotag,2015,1,328,28
hotag,2015,2,339,23
hotag,2015,3,376,38
hotag,2015,4,415,49
hotag,2016,1,455,29
hotag,2016,2,448,34
hotag,2016,3,498,50
hotag,2016,4,495,22
hotag,2017,1,542,47
hotag,2017,2,581,32
hotag,2017,3,596,31
hotag,2017,4,597,17
hotag,2018,1,619,33
hotag,2018,2,617,32
hotag,2018,3,635,33
hotag,2018,4,665,43
hotag,2019,1,677,39
hotag,2019,2,563,26
hotag,2019,3,638,25
hotag,2019,4,666,18
hotag,2020,2,683,24
hotag,2020,1,667,27
nubim,2015,1,128,13
nubim,2015,2,126,15
nubim,2015,3,134,20
nubim,2015,4,131,10
nubim,2016,1,135,8
nubim,2016,2,139,9
nubim,2016,3,161,29
nubim,2016,4,169,16
nubim,2017,1,178,11
nubim,2017,2,174,7
nubim,2017,3,181,18
nubim,2017,4,199,22
nubim,2018,1,203,13
nubim,2018,2,204,12
nubim,2018,3,212,18
nubim,2018,4,206,12
nubim,2019,1,212,12
nubim,2019,2,245,15
nubim,2019,3,222,20
nubim,2019,4,235,16
nubim,2020,2,270,23
nubim,2020,1,247,21
kudib,2015,1,158,25
kudib,2015,2,169,16
kudib,2015,3,180,15
kudib,2015,4,193,20
kudib,2016,1,196,15
kudib,2016,2,191,6
kudib,2016,3,202,15
kudib,2016,4,207,10
kudib,2017,1,216,16
kudib,2017,2,215,17
kudib,2017,3,226,12
kudib,2017,4,235,8
kudib,2018,1,242,14
kudib,2018,2,246,9
kudib,2018,3,261,14
kudib,2018,4,272,13
kudib,2019,1,277,9
kudib,2019,2,299,23
kudib,2019,3,293,7
kudib,2019,4,301,8
kudib,2020,2,317,11
kudib,2020,1,306,12
zajam,2015,1,160,18
zajam,2015,2,170,12
zajam,2015,3,183,13
zajam,2015,4,212,33
zajam,2016,1,251,38
zajam,2016,2,260,17
zajam,2016,3,280,21
zajam,2016,4,245,22
zajam,2017,1,226,28
zajam,2017,2,254,30
zajam,2017,3,267,40
zajam,2017,4,291,35
zajam,2018,1,312,45
zajam,2018,2,330,38
zajam,2018,3,347,40
zajam,2018,4,378,50
zajam,2019,1,387,43
zajam,2019,2,394,38
zajam,2019,3,404,33
zajam,2019,4,443,55
zajam,2020,1,471,56
zajam,2020,2,500,31
dalot,2015,1,267,13
dalot,2015,2,276,11
dalot,2015,3,270,5
dalot,2015,4,287,18
dalot,2016,1,296,11
dalot,2016,2,309,15
dalot,2016,3,327,25
dalot,2016,4,346,20
dalot,2017,1,364,22
dalot,2017,2,377,14
dalot,2017,3,395,20
dalot,2017,4,400,11
dalot,2018,1,427,26
dalot,2018,2,428,6
dalot,2018,3,462,24
dalot,2018,4,455,16
dalot,2019,1,441,25
dalot,2019,2,404,20
dalot,2019,3,455,30
dalot,2019,4,479,27
dalot,2020,2,463,34
dalot,2020,1,483,27
lajam,2015,1,203,21
lajam,2015,2,213,15
lajam,2015,3,214,18
lajam,2015,4,228,19
lajam,2016,1,236,21
lajam,2016,2,251,11
lajam,2016,3,254,22
lajam,2016,4,262,12
lajam,2017,1,268,18
lajam,2017,2,288,15
lajam,2017,3,309,22
lajam,2017,4,323,10
lajam,2018,1,318,18
lajam,2018,2,343,24
lajam,2018,3,355,20
lajam,2018,4,366,21
lajam,2019,1,371,25
lajam,2019,2,392,18
lajam,2019,3,404,13
lajam,2019,4,401,17
lajam,2020,2,429,10
lajam,2020,1,390,18
fovij,2015,1,238,10
fovij,2015,2,238,9
fovij,2015,3,258,19
fovij,2015,4,247,15
fovij,2016,1,282,17
fovij,2016,2,286,17
fovij,2016,3,308,25
fovij,2016,4,324,20
fovij,2017,1,320,27
fovij,2017,2,321,23
fovij,2017,3,360,34
fovij,2017,4,397,28
fovij,2018,1,385,20
fovij,2018,2,414,25
fovij,2018,3,401,14
fovij,2018,4,414,19
fovij,2019,1,418,21
fovij,2019,2,429,20
fovij,2019,3,437,21
fovij,2019,4,412,15
fovij,2020,2,426,19
fovij,2020,1,447,5
podol,2015,1,49,9
podol,2015,2,43,6
podol,2015,3,46,4
podol,2015,4,50,3
podol,2016,1,61,11
podol,2016,2,63,4
podol,2016,3,71,10
podol,2016,4,84,15
podol,2017,1,108,25
podol,2017,2,127,23
podol,2017,3,137,18
podol,2017,4,146,9
podol,2018,1,156,13
podol,2018,2,168,14
podol,2018,3,187,26
podol,2018,4,203,21
podol,2019,1,219,21
podol,2019,2,242,24
podol,2019,3,243,23
podol,2019,4,243,15
podol,2020,2,260,23
podol,2020,1,245,18
zufuf,2015,1,260,16
zufuf,2015,2,273,20
zufuf,2015,3,284,14
zufuf,2015,4,281,17
zufuf,2016,1,315,31
zufuf,2016,2,319,25
zufuf,2016,3,326,22
zufuf,2016,4,360,35
zufuf,2017,1,374,29
zufuf,2017,2,386,26
zufuf,2017,3,403,26
zufuf,2017,4,431,29
zufuf,2018,1,438,38
zufuf,2018,2,466,39
zufuf,2018,3,460,24
zufuf,2018,4,497,29
zufuf,2019,1,497,30
zufuf,2019,2,512,24
zufuf,2019,3,519,24
zufuf,2019,4,537,28
zufuf,2020,2,538,14
zufuf,2020,1,533,27
dafob,2015,1,395,24
dafob,2015,2,417,30
dafob,2015,3,432,33
dafob,2015,4,453,30
dafob,2016,1,467,23
dafob,2016,2,473,16
dafob,2016,3,511,41
dafob,2016,4,527,30
dafob,2017,1,536,21
dafob,2017,2,563,38
dafob,2017,3,591,35
dafob,2017,4,601,25
dafob,2018,1,605,22
dafob,2018,2,626,27
dafob,2018,3,637,31
dafob,2018,4,642,24
dafob,2019,1,641,28
dafob,2019,2,649,20
dafob,2019,3,655,27
dafob,2019,4,663,21
dafob,2020,2,723,26
dafob,2020,1,676,22
lokug,2015,1,134,23
lokug,2015,3,134,17
lokug,2015,4,139,10
lokug,2016,1,151,11
lokug,2016,2,167,9
lokug,2016,3,176,14
lokug,2016,4,187,16
lokug,2017,1,195,15
lokug,2017,2,227,27
lokug,2017,3,227,15
lokug,2017,4,239,22
lokug,2018,1,250,19
lokug,2018,2,266,12
lokug,2018,3,NA,10
lokug,2018,4,250,20
lokug,2019,1,278,23
lokug,2019,2,270,20
lokug,2019,3,282,24
lokug,2019,4,282,17
lokug,2020,1,242,17
lokug,2020,2,266,11
lahag,2015,1,181,30
lahag,2015,2,204,31
lahag,2015,3,226,34
lahag,2015,4,247,38
lahag,2016,1,272,41
lahag,2016,2,292,32
lahag,2016,3,312,48
lahag,2016,4,330,32
lahag,2017,1,343,32
lahag,2017,2,363,28
lahag,2017,3,396,38
lahag,2017,4,392,43
lahag,2018,1,423,52
lahag,2018,2,427,21
lahag,2018,3,461,54
lahag,2018,4,486,37
lahag,2019,1,490,29
lahag,2019,2,492,21
lahag,2019,3,486,20
lahag,2019,4,503,34
lahag,2020,2,505,14
lahag,2020,1,517,22
zabur,2015,1,128,8
zabur,2015,2,135,14
zabur,2015,3,138,9
zabur,2015,4,163,15
zabur,2016,1,164,17
zabur,2016,2,159,5
zabur,2016,3,170,18
zabur,2016,4,178,15
zabur,2017,1,194,21
zabur,2017,2,207,17
zabur,2017,3,205,13
zabur,2017,4,215,10
zabur,2018,1,217,5
zabur,2018,2,215,13
zabur,2018,3,205,18
zabur,2018,4,214,6
zabur,2019,1,201,4
zabur,2019,2,209,4
zabur,2019,3,205,9
zabur,2019,4,212,6
zabur,2020,2,247,7
zabur,2020,1,231,10
fokuz,2015,1,316,28
fokuz,2015,2,336,33
fokuz,2015,3,343,34
fokuz,2015,4,336,38
fokuz,2016,1,352,39
fokuz,2016,2,374,40
fokuz,2016,3,414,46
fokuz,2016,4,442,39
fokuz,2017,1,453,55
fokuz,2017,2,484,41
fokuz,2017,3,522,41
fokuz,2017,4,505,57
fokuz,2018,1,506,43
fokuz,2018,2,550,51
fokuz,2018,3,573,62
fokuz,2018,4,521,59
fokuz,2019,1,529,45
fokuz,2019,2,543,64
fokuz,2019,3,599,38
fokuz,2019,4,597,46
fokuz,2020,2,729,41
fokuz,2020,1,631,48
rafuh,2015,1,188,16
rafuh,2015,2,199,21
rafuh,2015,3,212,30
rafuh,2015,4,225,27
rafuh,2016,1,236,13
rafuh,2016,2,241,18
rafuh,2016,3,261,25
rafuh,2016,4,266,25
rafuh,2017,1,289,31
rafuh,2017,2,277,19
rafuh,2017,3,284,23
rafuh,2017,4,290,19
rafuh,2018,1,308,26
rafuh,2018,2,314,20
rafuh,2018,3,310,19
rafuh,2018,4,332,25
rafuh,2019,1,330,19
rafuh,2019,2,320,13
rafuh,2019,3,329,16
rafuh,2019,4,354,30
rafuh,2020,2,348,9
rafuh,2020,1,339,21
zifah,2015,1,159,13
zifah,2015,2,172,22
zifah,2015,3,157,9
zifah,2015,4,151,8
zifah,2016,1,147,9
zifah,2016,2,166,15
zifah,2016,3,190,24
zifah,2016,4,202,10
zifah,2017,1,185,13
zifah,2017,2,220,17
zifah,2017,3,228,20
zifah,2017,4,235,12
zifah,2018,1,227,26
zifah,2018,2,214,20
zifah,2018,3,305,14
zifah,2018,4,246,14
zifah,2019,1,254,14
zifah,2019,2,242,9
zifah,2019,3,247,12
zifah,2019,4,251,11
zifah,2020,2,244,11
zifah,2020,1,233,7
kikor,2015,1,200,15
kikor,2015,2,182,9
kikor,2015,3,188,6
kikor,2015,4,188,4
kikor,2016,1,196,9
kikor,2016,2,207,6
kikor,2016,3,197,4
kikor,2016,4,213,8
kikor,2017,1,302,16
kikor,2017,2,225,10
kikor,2017,3,231,4
kikor,2017,4,224,4
kikor,2018,1,222,2
kikor,2018,2,226,5
kikor,2018,3,227,14
kikor,2018,4,235,5
kikor,2019,1,233,11
kikor,2019,2,238,14
kikor,2019,3,207,7
kikor,2019,4,220,6
kikor,2020,2,241,13
kikor,2020,1,228,4
gujum,2015,1,581,61
gujum,2015,2,581,65
gujum,2015,3,619,95
gujum,2015,4,628,64
gujum,2016,1,675,91
gujum,2016,2,683,93
gujum,2016,3,750,102
gujum,2016,4,765,86
gujum,2017,1,799,90
gujum,2017,2,781,73
gujum,2017,3,818,87
gujum,2017,4,856,90
gujum,2018,1,875,88
gujum,2018,2,1484,111
gujum,2018,3,874,97
gujum,2018,4,902,82
gujum,2019,1,900,97
gujum,2019,2,990,89
gujum,2019,3,1106,109
gujum,2019,4,982,103
gujum,2020,2,1087,63
gujum,2020,1,969,91
kuvis,2015,1,176,11
kuvis,2015,2,195,20
kuvis,2015,3,210,20
kuvis,2015,4,208,13
kuvis,2016,1,207,12
kuvis,2016,2,224,15
kuvis,2016,3,261,41
kuvis,2016,4,270,24
kuvis,2017,1,284,26
kuvis,2017,2,286,23
kuvis,2017,3,294,17
kuvis,2017,4,311,19
kuvis,2018,1,328,36
kuvis,2018,2,351,23
kuvis,2018,3,335,15
kuvis,2018,4,345,22
kuvis,2019,1,330,7
kuvis,2019,2,322,7
kuvis,2019,3,325,13
kuvis,2019,4,344,18
kuvis,2020,2,364,20
kuvis,2020,1,345,12
rahof,2015,1,275,26
rahof,2015,2,287,19
rahof,2015,3,301,20
rahof,2015,4,305,16
rahof,2016,1,312,17
rahof,2016,2,304,12
rahof,2016,3,342,37
rahof,2016,4,346,18
rahof,2017,1,361,25
rahof,2017,2,369,19
rahof,2017,3,381,17
rahof,2017,4,387,18
rahof,2018,1,401,20
rahof,2018,2,405,19
rahof,2018,3,415,21
rahof,2018,4,431,27
rahof,2019,1,430,12
rahof,2019,2,432,13
rahof,2019,3,447,21
rahof,2019,4,477,27
rahof,2020,2,489,18
rahof,2020,1,488,13
fizam,2015,1,154,11
fizam,2015,2,172,24
fizam,2015,3,189,20
fizam,2015,4,204,26
fizam,2016,1,221,21
fizam,2016,2,233,19
fizam,2016,3,257,38
fizam,2016,4,274,38
fizam,2017,1,300,39
fizam,2017,2,308,27
fizam,2017,3,313,22
fizam,2017,4,329,47
fizam,2018,1,346,35
fizam,2018,2,370,32
fizam,2018,3,377,28
fizam,2018,4,388,31
fizam,2019,1,398,31
fizam,2019,2,398,26
fizam,2019,3,421,38
fizam,2019,4,418,25
fizam,2020,2,451,18
fizam,2020,1,435,32
zanof,2015,1,250,18
zanof,2015,2,273,19
zanof,2015,3,302,30
zanof,2015,4,316,17
zanof,2016,1,312,29
zanof,2016,2,329,27
zanof,2016,3,364,39
zanof,2016,4,376,38
zanof,2017,1,414,40
zanof,2017,2,447,41
zanof,2017,3,461,26
zanof,2017,4,481,27
zanof,2018,1,520,47
zanof,2018,2,552,36
zanof,2018,3,563,29
zanof,2018,4,694,38
zanof,2019,1,581,37
zanof,2019,2,597,40
zanof,2019,3,603,35
zanof,2019,4,618,34
zanof,2020,2,635,25
zanof,2020,1,624,27
mafig,2015,1,387,31
mafig,2015,2,393,24
